word,late,age,links
velar (adj.),,1726,Latin
Velcro (n.),,1958,French
vellum (n.),early ,15,Old French
velocipede (n.),,1819,French%Latin
velociraptor (n.),,1924,Latin
velocity (n.),early ,15,Latin
velodrome (n.),,1892,French
velour (n.),,1706,French%Old French%Latin
velum (n.),,1771,Latin
velvet (n.),early ,14,Vulgar Latin%Latin%PIE
vena cava (n.),-,-,Latin
venal (adj.),,1650,French%Latin%PIE
venality (n.),,1610,French%Late Latin%Latin
venation (n.),,1640,Latin
vend (v.),,1620,Latin
Vendee,,233,Gaulish
vendetta (n.),,1846,Italian%Latin
vendor (n.),,1590,Latin
vendue (n.),,1680,Dutch%Latin
veneer (n.),,1702,German%French%Middle French
veneer (v.),,1728,German
venerable (adj.),early ,15,Old French%Latin
venerate (v.),,1620,Latin
veneration (n.),early ,15,Old French%Latin
venereal (adj.),early ,15,Latin
venery (n.1),mid-,15,Medieval Latin%Latin
venery (n.2),early ,14,Old French%Medieval Latin%Latin
Venetian (n.),early ,15,Medieval Latin
venge (v.),,1300,Old French%Latin
vengeance (n.),,1300,Anglo-French%Latin
venial (adj.),,1300,Old French%Late Latin%Latin
Venice,-,-,Medieval Latin
venison (n.),,1300,Old French%Latin%PIE
venom (n.),mid-,13,Vulgar Latin%Latin%PIE
venomous (adj.),,1300,Anglo-French
venous (adj.),,1620,Latin
vent (v.),late ,14,Old French%Vulgar Latin%Latin
vent (n.),,1400,Old French%Middle English
ventilate (v.),early ,15,Latin
ventilation (n.),,1660,Latin
ventral (adj.),,1739,French%Late Latin%Latin%PIE
ventricle (n.),late ,14,Latin
ventriloquy (n.),,1580,Late Latin%Latin
venture (n.),,1400,Anglo-French
venue (n.),,1300,Old French%Latin%PIE
venule (n.),,1850,Latin
Venus,,1,Latin%PIE
ver (n.),late ,14,Old French%Latin
ver-,-,-,Proto-Germanic
veracious (adj.),,1670,Latin
veracity (n.),,1620,French%Medieval Latin%Latin
veranda (n.),,1711,Hindi%Portuguese%Vulgar Latin
verb (n.),late ,14,Old French%Latin%PIE
verbal (adj.),early ,15,Old French%Late Latin%Latin
verbalize (v.),,1600,French
verbarian (n.),,1873,Latin
verbatim (adv.),late ,15,Medieval Latin%Latin
verbena (n.),,1560,Latin%PIE
verbiage (n.),,1721,French%Middle French%Old French%Latin
verbicide (n.),,1836,Latin
verbiculture (n.),,1873,Latin
verbigeration (n.),,1877,Late Latin%Latin
verbose (adj.),,1670,Latin
verbosity (n.),,1540,French%Late Latin%Latin
verdant (adj.),,1580,Middle French%Vulgar Latin%Latin
verdict (n.),,1530,Anglo-French
verdigris (n.),,1300,Old French%Latin
verdure (n.),late ,14,Old French%Latin
verge (n.),mid-,15,Old French%Latin
verge (v.1),,1600,Latin%PIE
verger (n.),,1400,Anglo-French
veridical (adj.),,1650,Latin
verification (n.),,1520,Medieval Latin
verify (v.),early ,14,Old French%Medieval Latin%Latin
verily (adv.),early ,14,Middle English
verisimilitude (n.),,1600,French%Latin
verism (n.),,1892,Italian%Latin
verity (n.),late ,14,Latin
vermeil (adj.),late ,14,Late Latin
vermicelli (n.),,1660,Italian
vermicular (adj.),,1650,Medieval Latin%Latin
vermiculation (n.),,1610,Latin
vermiculite (n.),,1814,Latin
vermiform (adj.),,1730,Modern Latin%Latin
vermin (n.),,1300,Vulgar Latin%Latin
verminous (adj.),,1610,Latin
vermouth (n.),,1806,French%German%Middle High German%Old High German
vernacular (adj.),,1600,Latin
vernal (adj.),,1530,Late Latin%Latin%PIE
verruca (n.),,1560,Latin
Versailles,,17,Latin
versant (adj.),,1640,Latin
versatile (adj.),,1600,Latin
verse (n.),late ,14,Latin%PIE
versed (adj.),,1600,Middle French%Latin
versification (n.),,1600,Latin
versify (v.),late ,14,Old French%Latin
version (n.),,1580,Middle French%Medieval Latin
verso (n.),,1839,Latin
verst (n.),,1550,Russian
versus (prep.),mid-,15,Latin%PIE
vert (n.),mid-,15,Latin
vert (v.),,1570,Latin
vertebra (n.),early ,15,Latin
vertebrate (n.),,1826,Latin
vertex (n.),,1560,Latin
vertical (adj.),,1550,Middle French%Late Latin%Latin
vertiginous (adj.),,1600,French%Latin
vertigo (n.),early ,15,Latin
vervain (n.),late ,14,Old French%Latin
verve (n.),,1690,French%Gallo-Roman%Latin
very (adj.),late ,13,Anglo-French%Vulgar Latin%Latin%PIE
vesicant (n.),,1660,Medieval Latin
vesicle (n.),early ,15,Middle French%Latin
vesicular (adj.),,1715,Modern Latin
Vespa (n.),,1950,Latin
vesper (n.),late ,14,Old French%Latin%PIE
vespertine (adj.),,1500,Latin
vespiary (n.),,1816,Latin
vessel (n.),,1300,Old French%Late Latin
vest (v.),early ,15,Old French%Medieval Latin%Latin%PIE
vest (n.),,1610,French%Italian%Latin
Vesta,late ,14,PIE
vestal (adj.),,1590,Latin
vestibule (n.),,1620,French%Latin
vestige (n.),,1600,French%Latin
vestment (n.),,1300,Old French%Latin
vestry (n.),mid-,15,Anglo-French%Old French%Latin
vesture (n.),late ,14,Vulgar Latin%Latin
Vesuvius,-,-,Celtic
vetch (n.),late ,14,Old North French%Latin
veteran (n.),,1500,French%Latin%PIE
veterinarian (n.),,1640,Latin
veterinary (adj.),,1791,Latin
veto (n.),,1620,Latin
vex (v.),early ,15,Old French%Latin
vexation (n.),,1400,Old French%Latin
vexillology (n.),,1959,Latin
via (adv.),,1779,Latin%PIE
viability (n.),,1823,French
viable (adj.),,1828,French
viaduct (n.),,1816,Latin
viand (n.),early ,14,Anglo-French%Vulgar Latin%Late Latin
viatic (adj.),,1650,Latin
viaticum (n.),,1560,Latin
vibrant (adj.),,1550,Latin
vibrate (v.),,1610,Latin%PIE
vibration (n.),,1650,Latin
vibrato,,1861,Italian%Latin
vibrissa (n.),,1690,Latin
viburnum (n.),,1731,Latin
vicar (n.),early ,14,Anglo-French%Latin
vicarious (adj.),,1630,Latin%PIE
vice (n.1),,1300,Old French%Latin%PIE
vice-,,15,Latin
vicegerent (n.),,1530,Medieval Latin%Latin
viceroy (n.),,1520,Middle French%Old French%Latin
vicinage (n.),early ,14,Old French%Latin
vicinity (n.),,1550,Middle French%Latin%PIE
vicious (adj.),late ,14,Anglo-French%Latin
vicissitude (n.),,1560,Middle French%Latin
victim (n.),late ,15,Latin
victimology (n.),,1958,French
victor (n.),mid-,14,Latin%PIE
victorious (adj.),late ,14,Anglo-French%Late Latin
victory (n.),,1300,Latin
victuals (n.),,1300,Late Latin
vicuna (n.),,1600,Spanish
video (adj.),,1935,Latin
vie (v.),,1560,Old French%Latin
Vienna,-,-,Gaulish%Celtic
Vietnam,,1954,Vietnamese
view (n.),early ,15,Anglo-French%Latin
vigil (n.),,1200,Latin%PIE
vigilance (n.),,1560,Middle French%Latin
vigilant (adj.),late ,15,Middle French%Latin
vigilante (n.),,1856,Spanish%Latin
vignette (n.),,1751,French
vigor (n.),,1300,Anglo-French%Latin%PIE
vigorous (adj.),,1300,Anglo-French%Medieval Latin%Latin
vilayet (n.),,1869,Arabic
vile (adj.),late ,13,Anglo-French%Latin%PIE
vilification (n.),,1620,Medieval Latin
vilify (v.),mid-,15,Late Latin%Latin
villa (n.),,1610,Italian%Latin%PIE
village (n.),late ,14,Old French%Latin
villain (n.),,1300,Medieval Latin%Latin
villainous (adj.),,1300,Old French
villainy (n.),,1200,Anglo-French
villanelle (n.),,3,French%Italian%Medieval Latin
vim (n.),,1843,Latin%PIE
vinaigrette (n.),,1690,French
Vincent,,3,Latin
vincible (adj.),,1540,Middle French%Latin
vinculum (n.),,1670,Latin
vindicate (v.),,1620,Latin
vindication (n.),late ,15,Old French%Latin
vindicative (adj.),mid-,15,Old French%Medieval Latin
vindictive (adj.),,1610,Latin
vine (n.),,1300,Old French%Latin%PIE
vinegar (n.),early ,14,Old French
vino (n.),,1919,Latin
vinous (adj.),,1660,Latin
vintage (n.),early ,15,Anglo-French%Old French%Latin
vintner (n.),,1400,Medieval Latin%Latin
viol (n.),late ,15,Middle French%Old French
viola (n.),,1797,Italian%Medieval Latin
Viola,-,-,Latin
violate (v.),early ,15,Latin
violation (n.),,1400,Old French%Latin%PIE
violence (n.),late ,13,Latin
violent (adj.),mid-,14,Old French%Latin
violet (n.),,1300,Old French%Latin
violin (n.),,1570,Italian
violinist (n.),,1660,Italian
violoncello (n.),,1724,Italian
viper (n.),early ,15,Middle French%Latin
viperine (adj.),,1540,Latin
virago (n.),late ,14,Latin
Virgilian (adj.),,1510,Latin
virgin (n.),,1200,Latin
virginal (adj.),early ,15,Old French%Latin
Virginia,,1587,Latin
virginity (n.),,1300,Latin
virgule (n.),,1837,French%Latin
viridian (adj.),,1882,Latin
virile (adj.),late ,15,Middle French%Latin%PIE
virility (n.),,1580,Middle French%Latin
virtu (n.),,1722,Italian%Latin
virtual (adj.),late ,14,Medieval Latin%Latin
virtue (n.),,1200,Latin
virtuosity (n.),late ,15,Medieval Latin%Late Latin
virtuoso (n.),,1610,Italian%Late Latin
virtuous (adj.),,1300,Old French%Late Latin%Latin
virulence (n.),,1660,Late Latin%Latin
virulent (adj.),,1400,Latin
virus (n.),late ,14,Latin%PIE
vis-a-vis (prep.),,1755,Old French
visa (n.),,1831,French%Modern Latin
visage (n.),,1300,Latin
viscera (n.),,1650,Latin
visceral (adj.),,1570,Middle French%Medieval Latin%Latin
viscid (adj.),,1630,French%Late Latin%Latin
viscosity (n.),early ,15,Old French%Medieval Latin%Late Latin
viscount (n.),late ,14,Medieval Latin%Late Latin
viscous (adj.),late ,14,Anglo-French%Late Latin%Latin%PIE
vise (n.),early ,14,Anglo-French%Latin
Vishnu,,1630,Sanskrit
visibility (n.),,1400,Late Latin
visible (adj.),mid-,14,Old French%Latin
Visigoth,,1640,Late Latin
vision (n.),,1300,Anglo-French%Latin
visit (v.),,1200,Old French%Latin
visit (n.),,1620,French
visitation (n.),,1300,Anglo-French%Latin
visitor (n.),late ,14,Anglo-French
visor (n.),,1300,Anglo-French
vista (n.),,1650,Italian%Latin
visual (adj.),early ,15,Late Latin%Latin
vital (adj.),late ,14,Latin%PIE
vitality (n.),,1590,Latin
vitamin (n.),,1920,Latin
vitiate (v.),,1530,Latin
vitiation (n.),,1630,Latin
viticulture (n.),,1867,French%Latin
vitiligo (n.),,1650,Latin%PIE
vitreous (adj.),early ,15,Latin
vitrify (v.),,1590,Middle French%Latin
vitrine (n.),,1880,French%Latin
vitriol (n.),late ,14,Old French%Medieval Latin%Latin
vitriolic (adj.),,1660,French
vituperate (v.),,1540,Latin
vituperation (n.),mid-,15,Latin
viva (interj.),,1640,Italian%Latin
vivace (adv.),,1680,Italian%Latin
vivacious (adj.),,1640,Latin
vivacity (n.),early ,15,Old French%Latin
vivarium (n.),,1600,Latin
Vivian,-,-,Latin
vivid (adj.),,1630,French%Latin%PIE
vivify (v.),late ,14,Old French%Late Latin%Latin
viviparous (adj.),,1640,Late Latin%Latin
vivisection (n.),,1694,Latin
vixen (n.),,1570,Old English
viz.,,1530,Latin
vizier (n.),,1560,Turkish%Arabic%Avestan
Vlach (n.),,1841,Bulgarian%Old Church Slavonic
Vladimir,-,-,Old Church Slavonic
vocabulary (n.),,1530,Medieval Latin%Latin
vocal (adj.),late ,14,Old French%Latin
vocalization (n.),,1842,French
vocation (n.),early ,15,Old French%Latin
vocative (adj.),early ,15,Middle French%Latin
vociferate (v.),,1590,Latin
vociferation (n.),,1400,Latin
vociferous (adj.),,1610,Latin
vodka (n.),,1802,Russian
vogue (n.),,1570,Middle French%Old French
voice (n.),late ,13,Old French%Latin%PIE
void (adj.),,1300,Latin
void (v.),,1300,Anglo-French
voile (n.),,1889,French
voir dire,,1670,Old French
voivode (n.),,1560,Russian%Old Church Slavonic
volant (adj.),,1500,Middle French%Latin
volar (adj.),,1809,Latin
volatile (adj.),,1590,Middle French%Latin
volcanic (adj.),,1774,French%Italian
volcanism (n.),,1819,French
volcano (n.),,1610,Italian%Latin
vole (n.),,1828,Old Norse%Proto-Germanic
volition (n.),,1610,French%Medieval Latin%PIE
volkslied (n.),,1858,German
volley (n.),,1570,Middle French%Vulgar Latin%Latin
volte-face,,1819,Italian
volubility (n.),,1570,Middle French%Latin
voluble (adj.),early ,15,Middle French%Latin
volume (n.),late ,14,Old French%Latin
voluminous (adj.),,1610,Late Latin%Latin
voluntarism (n.),,1838,German
voluntary (adj.),late ,14,Latin
volunteer (n.),,1600,Middle French%Latin
voluptuary,,1600,French%Latin
voluptuous (adj.),late ,14,Old French%Latin%PIE
volute (n.),,1690,French%Italian%Latin
volvox (n.),,1798,Latin%PIE
volvulus (n.),,1670,Latin
vomit (n.),late ,14,Anglo-French%Latin%PIE
vomit (v.),early ,15,Latin
voodoo (n.),,1850,Louisiana French
voracity (n.),,1520,Middle French%Latin%PIE
vorlage (n.),,1939,German
vortex (n.),,1650,Latin
votary (n.),,1540,Latin
vote (n.),mid-,15,Latin
votive (adj.),,1590,Middle French%Latin
vouch (v.),early ,14,Anglo-French%Gallo-Roman
vow (n.),,1300,Latin%PIE
vow (v.),,1300,Old French
vowel (n.),,1300,Old French%Latin
voyage (n.),,1300,Old French%Late Latin
voyage (v.),late ,15,Old French
voyager (n.),late ,15,Old French
voyeur (n.),,1889,French%Latin
vug (n.),,1818,Cornish
Vulcan (n.),,1510,Latin
vulgar (adj.),late ,14,Latin
vulgarity (n.),,1570,Middle French%Late Latin
vulnerable (adj.),,1600,Late Latin%Latin%PIE
vulpine (adj.),,1620,Latin%PIE
vulture (n.),late ,14,Anglo-French%Latin
vulva (n.),late ,14,Latin%PIE
#NAME?,,3,Proto-Germanic
#NAME?,-,-,Old English
wacke (n.),,1803,German%Middle High German%Old High German%Old High German
wad (n.),early ,15,Medieval Latin%Old Norse
wade (v.),,2,Old English%Proto-Germanic%PIE
wadi (n.),,1839,Arabic
wafer (n.),late ,14,Anglo-French%Frankish
waffle (n.),,1744,Dutch%Proto-Germanic
waft (v.),,1500,Proto-Germanic
wag (v.),early ,13,Old English%Proto-Germanic%PIE
wage (n.),,1300,Frankish%Proto-Germanic
wage (v.),,1300,Old North French
wager (n.),,1300,Anglo-French
wagon (n.),late ,15,Middle Dutch%Proto-Germanic%PIE
waif (n.),late ,14,Anglo-French%Proto-Germanic%PIE
wail (v.),,1300,Old Norse
wain (n.),,1600,Old English%Proto-Germanic
waist (n.),late ,14,Old English%Proto-Germanic%PIE
wait (v.),,1200,Frankish%Proto-Germanic
wait (n.),early ,13,Old North French%Old North French
waive (v.),,1300,Anglo-French%Proto-Germanic
wake (v.),,2,Proto-Germanic%PIE
wake (n.2),early ,15,Old Norse
wake (n.1),,1540,Old Norse%Proto-Germanic
wale (n.),,2,Proto-Germanic%PIE
wall (n.),mid-,13,Old English%Latin%PIE
wall-eyed (adj.),,1300,Old Norse%Proto-Germanic
Wallach (n.),,1786,German%Old Church Slavonic%Old High German
wallah (n.),,1,Hindi
wallet (n.),late ,14,Proto-Germanic%PIE
Walloon (adj.),,1520,Middle French
wallop (v.),late ,14,Old North French%Proto-Germanic
wallow (v.),,3,Old English%West Germanic%PIE
Walpurgis night,,1820,German
walrus (n.),,1650,Dutch%Lapp
Walter,,1939,Old North French
waltz (n.),late ,18,German%Old High German%Proto-Germanic%PIE
wampum (n.),,1630,New England Algonquian
wan (adj.),-,-,Old English
wand (n.),,1200,Old Norse%Proto-Germanic
wander (v.),,1,Old English%West Germanic%PIE
wanderlust (n.),,1902,German
wane (v.),-,-,Old English%Proto-Germanic%PIE
wangle (v.),,1888,Old English
want (v.),,1200,Old Norse%Proto-Germanic%PIE
want (n.),,1200,Old Norse
wanton (adj.),early ,14,Old English%Proto-Germanic
wapentake (n.),-,-,Old Norse%Proto-Germanic
war (n.),,1,Old North French%Frankish%Proto-Germanic%PIE
warble (v.),late ,14,Old North French%Frankish
ward (n.),,4,Proto-Germanic%PIE
ward (v.),,1570,Old English%Proto-Germanic%PIE
warden (n.),,1200,Old North French%Frankish%Proto-Germanic
warder (n.),,1400,Anglo-French%Old North French%Frankish%Proto-Germanic
wardrobe (n.),early ,14,Old North French
ware (n.),,4,Proto-Germanic%PIE
ware (v.),,4,Proto-Germanic%PIE
warlock (n.),,1,Old English%Proto-Germanic%PIE
warm (adj.),,365,Old English%Proto-Germanic
warn (v.),,5,Old English%Proto-Germanic%PIE
warp (v.),,3,Proto-Germanic%PIE
warp (n.),,20,Proto-Germanic%PIE
warrant (n.),,1200,Old North French%Frankish%Proto-Germanic%PIE
warrant (v.),late ,13,Old North French
warren (n.),late ,14,Gaulish%Proto-Germanic
warrior (n.),,1300,Old North French
wart (n.),,1,Proto-Germanic%PIE
Warwickshire,,11,Old English
wary (adj.),late ,15,Old English%Proto-Germanic%PIE
was (v.),,1,Proto-Germanic%PIE
wash (v.),,1,Proto-Germanic
wasp (n.),,1500,Proto-Germanic%PIE
wassail,mid-,12,Old Norse%Proto-Germanic
waste (v.),,1200,Latin
waste (n.),,1200,Latin
waste (adj.),,1300,Latin
wat (n.),-,-,Sanskrit
watch (v.),,2,Old English%Proto-Germanic%PIE
water (n.1),,1,Proto-Germanic%PIE
water (v.),,1,Old English
watering (n.),late ,14,Old English
waterway (n.),,1,Old English
watery (adj.),,1,Old English
wattle (n.1),,3,Proto-Germanic%PIE
wave (v.),mid-,15,Proto-Germanic%PIE
wave (n.),,1520,Old English
waver (v.),late ,13,Proto-Germanic
wax (n.),,365,Proto-Germanic%PIE
wax (v.),,14,Proto-Germanic%PIE
waxen (adj.),,2,Old English
way (n.),,1300,Proto-Germanic%PIE
we (pron.),,725,Old English%Proto-Germanic%PIE
weak (adj.),,1300,Old Norse%Proto-Germanic%PIE
weakfish (n.),,1838,Dutch
weal (n.1),,2,West Germanic%PIE
wealth (n.),mid-,13,Middle English
wean (v.),,1,Proto-Germanic%PIE
weapon (n.),-,-,Proto-Germanic
wear (v.),,4,Old English%Proto-Germanic%PIE
weary (adj.),-,-,Proto-Germanic
weary (v.),,1,Old English
weasel (n.),,1384,Proto-Germanic
weather (n.),,1,Old English%Proto-Germanic%PIE
weave (v.1),late ,14,Old English%Proto-Germanic%PIE
web (n.),early ,13,Old English%Proto-Germanic%PIE
wed (v.),,1,Proto-Germanic%PIE
wedding (n.),early ,13,Old English
wedge (n.),,1610,Proto-Germanic
wedgwood (n.),,1787,Josiah
wee (adj.),mid-,15,Old English
weed (n.),,1600,Proto-Germanic
weeds (n.),,3,Old English%Proto-Germanic%PIE
week (n.),,4,Old English%Proto-Germanic%PIE
ween (v.),,1,Proto-Germanic%PIE
weenie (n.),,1906,German
weep (v.),,1400,Proto-Germanic%PIE
weet (v.),,1540,Middle English
weevil (n.),,15,Proto-Germanic%PIE
weft (n.),-,-,Proto-Germanic
Wehrmacht (n.),,1935,German
weigh (v.),,230,Old English%Proto-Germanic%PIE
weight (n.),late ,14,Proto-Germanic
weir (n.),,5,Old English%Proto-Germanic%PIE
weird (adj.),,1400,Old English%Proto-Germanic%PIE
welcome (n.),,1530,Old English
weld (n.1),late ,14,Old English
welfare (n.),,1300,Old English
welkin (n.),-,-,Proto-Germanic
well (adv.),,2,Proto-Germanic%PIE
well (v.),,3,Proto-Germanic%PIE
Welsh (adj.),,1590,Old English%Proto-Germanic
welt (n.),early ,15,Old Norse
weltanschauung (n.),,1868,German
welter (v.),early ,14,Proto-Germanic%PIE
weltschmerz (n.),,1872,German
wen (n.),,2,Old English%Proto-Germanic%PIE
Wenceslas,,365,Medieval Latin%Old Czech%Slavic%PIE
wench (n.),late ,13,Old English%Proto-Germanic%PIE
wend (v.),,228,Proto-Germanic
Wend (n.),,1610,German%Old High German
were (v.),,1875,Old English
west,late ,14,Old English%Proto-Germanic%PIE
westerly (adv.),late ,15,Middle English%Old English
wet (adj.),,1,Old English%Proto-Germanic
wet (n.),,230,Old English
wether (n.),,2,Proto-Germanic%PIE
wetness (n.),-,-,Old English
whale (n.),,1900,Old English%Proto-Germanic%PIE
wharf (n.),,1812,Proto-Germanic%PIE
what (pron.),,1300,Old English%PIE
wheat (n.),,1528,Old English%Proto-Germanic%PIE
wheel (n.),,1,Proto-Germanic%PIE
whelk (n.),,3,Proto-Germanic%PIE
whelm (v.),early ,14,Proto-Germanic%PIE
whelp (n.),early ,14,Old English
when (adv.),,1889,Old English%Proto-Germanic
"whence (adv., conj.)",early ,13,Old English
where (adv.),,1903,Old English
whet (v.),-,-,Proto-Germanic%PIE
whether (conj.),,1650,Old English%Proto-Germanic
whey (n.),-,-,Proto-Germanic
which (pron.),,230,Old English%Proto-Germanic
while (n.),,2,Old English%Proto-Germanic%PIE
while (v.),,1630,Middle English
whilom (adv.),,1200,Old English
whimper (v.),,1510,German
whinge (v.),-,-,Proto-Germanic
whip (v.),mid-,13,Proto-Germanic%PIE
whip (n.),early ,14,Middle Low German
whir (v.),,1400,Old Norse
whirl (v.),,1300,Old Norse
whisk (n.),late ,14,Old Norse%Proto-Germanic%PIE
